East,1,222,Villanova,95.18,0.987426987702,0.803067057288,0.589105143363,0.401744271267,0.241131390747,0.149947261243
East,2,150,Duke,92.26,0.966903494344,0.77986968716,0.510806309107,0.236857782283,0.12224077599,0.066714124377
East,3,239,Baylor,87.66,0.903498884911,0.461310291075,0.188677847305,0.064359379005,0.028899853724,0.013993114875
East,4,57,Florida,87.84,0.874918052377,0.443570125101,0.126525762063,0.057372259061,0.023566405262,0.010568232919
East,5,258,Virginia,90.02,0.844766911501,0.49157769056,0.178738895621,0.09599603759,0.047330422693,0.024835394874
East,6,2567,Southern Methodist,88.43,0.803945283243,0.463454539203,0.200434703508,0.072417520213,0.033883560556,0.01699676869
East,7,2579,South Carolina,83.08,0.567264572844,0.12788435314,0.046592806588,0.010860383237,0.003187081737,0.001066904891
East,8,275,Wisconsin,87.84,0.789798040939,0.176322546791,0.091809638196,0.044143451877,0.019330937259,0.00916004384
East,9,259,Virginia Tech,80.02,0.210201959061,0.019503795572,0.005284426421,0.001369965359,0.000322104021,8.8603049e-05
East,10,269,Marquette,83.01,0.432735427156,0.086480328392,0.034154573864,0.008682723989,0.002781724976,0.001005616169
East,11,30,Southern California,82.1,0.196054716757,0.061738356887,0.016975356853,0.003869723724,0.001385915454,0.000552049581
East,12,350,North Carolina-Wilmington,80.19,0.155233088499,0.042110696367,0.005989522793,0.001580370126,0.000373982621,0.000103468933
East,13,2193,East Tennessee State,78.05,0.125081947623,0.022741487972,0.002468307536,0.000517502284,0.000101071761,2.3529174e-05
East,14,166,New Mexico State,75.6,0.096501115089,0.013496812836,0.00168402297,0.000173670584,3.2926091e-05,7.461339e-06
East,15,2653,Troy,73.28,0.033096505656,0.005765631309,0.000674379805,4.9353114e-05,5.299454e-06,7.09736e-07
East,16,116,Mount St. Mary's,70.2,0.012573012298,0.001106600349,7.8304007e-05,5.606288e-06,3.68989e-07,3.1011e-08
Midwest,1,2305,Kansas,92.18,0.983190644539,0.808302989787,0.558245867982,0.381275716874,0.212588254899,0.104015991118
Midwest,2,97,Louisville,90.8,0.973818118503,0.668185522471,0.465179386547,0.215967862171,0.1107247735,0.049693323643
Midwest,3,2483,Oregon,87.3,0.922453144793,0.612530910515,0.210819509714,0.065920365865,0.029473084572,0.011525856196
Midwest,4,2509,Purdue,88.61,0.859696311013,0.506128913056,0.196155972645,0.106024814233,0.049306081888,0.020053741732
Midwest,5,66,Iowa State,87.92,0.83087963062,0.419265450409,0.164943967771,0.090121381637,0.041380367503,0.016617459193
Midwest,6,156,Creighton,84.43,0.560859158665,0.219366215263,0.082632247491,0.028098234324,0.010665727468,0.003549618397
Midwest,7,130,Michigan,86.86,0.633435389742,0.229701754006,0.136026185555,0.050024131919,0.021299266551,0.007935406248
Midwest,8,2390,Miami (FL),84.56,0.551241404307,0.110523561251,0.040603948611,0.015846634533,0.005770464569,0.001844139082
Midwest,9,127,Michigan State,82.79,0.448758595693,0.079393460571,0.027619799113,0.010274645786,0.003327323904,0.000948811059
Midwest,10,197,Oklahoma State,84.71,0.366564610258,0.09996370017,0.057101230454,0.02001535807,0.008207000889,0.002946089727
Midwest,11,227,Rhode Island,84.02,0.439140841335,0.153258665386,0.046331760938,0.012850197576,0.0044665951,0.001364238382
Midwest,12,2440,Nevada,80.73,0.16912036938,0.038797278455,0.006839690081,0.001976695809,0.000658518353,0.000193008697
Midwest,13,261,Vermont,79.49,0.140303688987,0.03580835808,0.005473229756,0.001397500684,0.000330757441,6.9681553e-05
Midwest,14,314,Iona,75.49,0.077546855207,0.014844208835,0.001650843228,0.000180257856,2.7258915e-05,3.725379e-06
Midwest,15,55,Jacksonville State,71.17,0.026181881497,0.002149023352,0.000258836074,1.6875755e-05,1.536133e-06,1.28064e-07
Midwest,16,302,UC-Davis,70.96,0.016809355461,0.001779988391,0.00011752404,9.326909e-06,9.75997e-07,9.324e-08
South,1,153,North Carolina,91.74,0.979275339496,0.798724712655,0.579841979626,0.298565718119,0.154784441848,0.069963657774
South,2,96,Kentucky,92.28,0.966806378802,0.68192340728,0.474962340056,0.302326200939,0.168260138661,0.081810111513
South,3,26,UCLA,88.02,0.941723642576,0.611215043428,0.207386884588,0.09717773391,0.052536198326,0.024788166412
South,4,2086,Butler,86.52,0.890205906066,0.620125611105,0.231390822307,0.086291184722,0.032982311747,0.011021628453
South,5,135,Minnesota,81.23,0.519562240526,0.184583116675,0.042529634298,0.010124375757,0.002831008554,0.000700293273
South,6,2132,Cincinnati,87.35,0.613861756024,0.253171856895,0.100053657802,0.052270579626,0.02363129073,0.009309789651
South,7,2168,Dayton,82.84,0.307641690529,0.07009654386,0.028507501204,0.010820433569,0.003540988771,0.001018481237
South,8,8,Arkansas,83.19,0.505738239006,0.101191930091,0.053221267147,0.017320905193,0.005917792999,0.001774173719
South,9,2550,Seton Hall,82.95,0.494261760994,0.097550713421,0.045016707606,0.012439960299,0.003803446383,0.001024853168
South,10,2724,Wichita State,88.86,0.692358309471,0.244216762846,0.149951368802,0.083874522447,0.0437567647,0.019905400983
South,11,2306,Kansas State,84.14,0.386138243976,0.128218292089,0.038041642102,0.016160435391,0.006387853101,0.002205525164
South,12,2393,Middle Tennessee,81.28,0.480437759474,0.164411499669,0.043759257843,0.011924550865,0.003239834722,0.000779673449
South,13,2737,Winthrop,75.53,0.109794093934,0.03087977255,0.003895310877,0.000522322059,7.8053454e-05,1.0598294e-05
South,14,2309,Kent State,74.27,0.058276357424,0.007394807588,0.000623781375,9.436767e-05,1.2687702e-05,1.556131e-06
South,15,94,Northern Kentucky,72.83,0.033193621198,0.003763286015,0.000472824072,6.1583549e-05,6.855984e-06,7.00774e-07
South,16,2640,Texas Southern,70.99,0.020724660504,0.002532643833,0.000345020296,2.5125884e-05,2.344636e-06,2.01951e-07
West,1,2250,Gonzaga,93.71,0.976795630681,0.840203278311,0.595332929001,0.414664016514,0.229320871498,0.138425340574
West,2,12,Arizona,88.99,0.952501634965,0.568275077644,0.392453361664,0.161012216087,0.079640831714,0.043933472289
West,3,52,Florida State,87.22,0.875459337424,0.619948031905,0.22357992729,0.069806578734,0.024602105292,0.01030088412
West,4,277,West Virginia,90.8,0.901829515036,0.645600990468,0.25600598144,0.146890204241,0.067740850338,0.03531348276
West,5,87,Notre Dame,86.68,0.754708167214,0.276810125446,0.082734021215,0.038876176976,0.014364473284,0.006252627293
West,6,120,Maryland,82.48,0.505718274639,0.172976794701,0.042858486997,0.009379023543,0.002363538949,0.000747385346
West,7,2608,Saint Mary's (CA),87.39,0.737770787658,0.350551671732,0.257520481904,0.117770504604,0.046133019408,0.021064009798
West,8,77,Northwestern,82.6,0.454292815931,0.066373981917,0.022163655145,0.007824092234,0.002137141803,0.000723573348
West,9,238,Vanderbilt,83.79,0.545707184069,0.089275728202,0.032689651797,0.012532032674,0.003770143165,0.00138432177
West,10,2670,Virginia Commonwealth,82.93,0.262229212342,0.076255128254,0.036011588151,0.0085286792,0.002314911052,0.000779585537
West,11,2752,Xavier,82.34,0.494281725361,0.167199602047,0.0423734949,0.009472802949,0.002449301625,0.000791609784
West,12,163,Princeton,80.0,0.245291832786,0.049146791543,0.007350411388,0.001982721266,0.000408559853,0.00010865245
West,13,2083,Bucknell,77.93,0.098170484964,0.028442092542,0.003276056528,0.000703305804,0.000115115572,2.5003574e-05
West,14,526,Florida Gulf Coast,75.81,0.124540662576,0.039875571347,0.004390241339,0.00044342743,5.4996318e-05,9.306769e-06
West,15,155,North Dakota,72.33,0.047498365035,0.004918122371,0.000812417756,5.8861889e-05,5.102393e-06,6.20539e-07
West,16,2571,South Dakota State,72.79,0.023204369319,0.00414701157,0.000447293487,5.5355855e-05,5.216397e-06,6.85689e-07
